stock_code,stock_name,stock_name_en,market,source_sector,source_industry,source_business_model,primary_peer_ticker,primary_peer_name,primary_peer_sector,primary_peer_industry,primary_peer_business_model,primary_peer_scale_bucket,similarity_score,confidence_score,confidence_level,financial_similarity_score,domain_match_level,financial_context,same_company_noise,matched_factors,headline,model_version,source
006840,AK홀딩스,AK홀딩스,KOSPI,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,DOW,Dow,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,LARGE_CAP,0.5959,0.5959,MEDIUM,0.9371,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Specialty Chemicals. | Business model: both are mapped to Chemical and advanced materials manufacturing. | Scale: source=MICRO_CAP, peer=LARGE_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs LARGE_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: LARGE_CAP peer, around the top 11.9% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.5959.",AK홀딩스 Is South Korea's 'Dow' — A Chemicals Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
006880,신송홀딩스,신송홀딩스,KOSPI,Health Care,Biotechnology,Branded consumer products and distribution,SEM,Select Medical Holdings,Health Care,Biotechnology,Investment holding and portfolio management,MID_CAP,0.5138,0.5138,MEDIUM,0.9998,industry,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: source=Branded consumer products and distribution, peer=Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 41.0% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.5138.",신송홀딩스 Is South Korea's 'Select Medical Holdings' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
006890,태경케미컬,태경케미컬,KOSPI,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,EMN,Eastman Chemical,Materials,Specialty Chemicals,Chemical and advanced materials manufacturing,MID_CAP,0.7153,0.7153,MEDIUM,0.9991,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Specialty Chemicals. | Business model: both are mapped to Chemical and advanced materials manufacturing. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 21.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7153.",태경케미컬 Is South Korea's 'Eastman Chemical' — A Chemicals Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
0068Y0,비엔케이제3호스팩,비엔케이제3호스팩,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,NODK,NI Holdings,Financials,Investment Holding Companies,Investment holding and portfolio management,SMALL_CAP,0.4355,0.4355,MEDIUM,0.8451,industry_and_business_model,partial_direct_similarity,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.8451. | US peer-universe position: SMALL_CAP peer, around the top 67.8% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.4355.",비엔케이제3호스팩 Is South Korea's 'NI Holdings' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
006910,보성파워텍,보성파워텍,KOSPI,Industrials,Electrical Equipment,Electrical equipment and components manufacturing,POR,Portland General Electric,Industrials,Electrical Equipment,Electrical equipment and components manufacturing,MID_CAP,0.7658,0.7658,HIGH,1.0,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Industrials. | Industry: both are mapped to Electrical Equipment. | Business model: both are mapped to Electrical equipment and components manufacturing. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 24.9% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7658.",보성파워텍 Is South Korea's 'Portland General Electric' — A Electrical Equipment Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
006920,모헨즈,모헨즈,KOSPI,Materials,Metals and Materials,"Metals, materials, and industrial inputs",AMR,Alpha Metallurgical Resources,Materials,Metals and Materials,"Metals, materials, and industrial inputs",MID_CAP,0.6582,0.6582,MEDIUM,1.0,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Metals and Materials. | Business model: both are mapped to Metals, materials, and industrial inputs. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 40.7% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6582.",모헨즈 Is South Korea's 'Alpha Metallurgical Resources' — A Materials Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
006980,우성,우성,KOSPI,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",FLO,Flowers Foods,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",SMALL_CAP,0.8275,0.8275,HIGH,0.9998,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Consumer Staples. | Industry: both are mapped to Food and Beverage. | Business model: both are mapped to Packaged food, beverage, and consumer staples. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 44.2% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.8275.",우성 Is South Korea's 'Flowers Foods' — A Food And Beverage Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
007050,유리이에스,유리이에스,KOSPI,Materials,Metals and Materials,"Metals, materials, and industrial inputs",CMC,Commercial Metals,Materials,Metals and Materials,"Metals, materials, and industrial inputs",MID_CAP,0.6284,0.6284,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Metals and Materials. | Business model: both are mapped to Metals, materials, and industrial inputs. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.6284.",유리이에스 Is South Korea's 'Commercial Metals' — A Materials Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
007070,GS리테일,GS리테일,KOSPI,Consumer Discretionary,Retail,Merchandising and commerce,SPSC,SPS Commerce,Consumer Discretionary,Retail,Merchandising and commerce,MID_CAP,0.7887,0.7887,HIGH,0.9991,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Consumer Discretionary. | Industry: both are mapped to Retail. | Business model: both are mapped to Merchandising and commerce. | Scale: source=SMALL_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (SMALL_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 40.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7887.",GS리테일 Is South Korea's 'SPS Commerce' — A Retail Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
0070X0,에스테크엠,에스테크엠,KOSPI,Information Technology,Software,Platform software and recurring services,AMKR,Amkor Technology,Information Technology,Software,Platform software and recurring services,LARGE_CAP,0.4461,0.4461,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Software. | Business model: both are mapped to Platform software and recurring services. | Scale: source=UNKNOWN, peer=LARGE_CAP. | Model similarity: blended peer score 0.4461.",에스테크엠 Is South Korea's 'Amkor Technology' — A Software Platform Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
007110,일신석재,일신석재,KOSPI,Materials,Metals and Materials,"Metals, materials, and industrial inputs",OI,O-I Glass,Materials,Metals and Materials,"Metals, materials, and industrial inputs",SMALL_CAP,0.7455,0.7455,HIGH,0.999,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Metals and Materials. | Business model: both are mapped to Metals, materials, and industrial inputs. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 46.4% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7455.",일신석재 Is South Korea's 'O-I Glass' — A Materials Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
007120,미래아이앤지,미래아이앤지,KOSPI,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,GT,The Goodyear Tire & Rubber,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,SMALL_CAP,0.6248,0.6248,MEDIUM,0.9988,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Consumer Discretionary. | Industry: both are mapped to Automobiles. | Business model: both are mapped to Automobile manufacturing and mobility supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 42.2% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6248.",미래아이앤지 Is South Korea's 'The Goodyear Tire & Rubber' — A Automotive Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
007150,동양텔레콤,동양텔레콤,KOSPI,Communication Services,Telecommunications,Telecom network subscription services,OPTU,"Optimum Communications, . Class A",Communication Services,Telecommunications,Telecom network subscription services,SMALL_CAP,0.6272,0.6272,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Communication Services. | Industry: both are mapped to Telecommunications. | Business model: both are mapped to Telecom network subscription services. | Scale: source=UNKNOWN, peer=SMALL_CAP. | Model similarity: blended peer score 0.6272.","동양텔레콤 Is South Korea's 'Optimum Communications, . Class A' — A Telecommunications Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
007160,사조산업,사조산업,KOSPI,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,TITN,Titan Machinery,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,SMALL_CAP,0.78,0.78,HIGH,0.7802,industry_and_business_model,partial_direct_similarity,False,"Sector: both are mapped to Industrials. | Industry: both are mapped to Machinery and Industrial Equipment. | Business model: both are mapped to Industrial machinery and equipment manufacturing. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.7802. | US peer-universe position: SMALL_CAP peer, around the top 62.3% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7800.",사조산업 Is South Korea's 'Titan Machinery' — A Industrial Machinery Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
